flight_date,record_created_date,flight_type,origin_airport,destination_airport,aircraft_type,pilot_name,passengers,scheduled_duration_hours,actual_duration_hours,departure_delay_minutes,arrival_delay_minutes
2026-03-07,2026-03-05,Domestic,DVO,MNL,ATR 72-600,Pilot E,179,1.97,1.97,14,0
2026-04-26,2026-04-20,Domestic,ILO,KLO,Airbus A321,Pilot H,66,1.72,1.87,-1,13
2026-04-11,2026-04-06,Domestic,MNL,TAG,Airbus A320,Pilot H,87,2.5,2.73,8,13
2026-04-16,2026-04-12,Domestic,ILO,MNL,Airbus A321,Pilot J,77,1.14,2.1,70,53
2026-04-13,2026-04-08,Domestic,DGT,DVO,Boeing 737-800,Pilot D,157,1.46,1.34,16,-5
2026-04-10,2026-04-06,Domestic,CRK,DVO,ATR 72-600,Pilot E,135,2.37,2.83,22,21
2026-04-17,2026-04-13,Domestic,CEB,TAG,Airbus A320,Pilot E,222,1.95,1.55,-4,-15
2026-03-01,2026-02-23,Domestic,PPS,KLO,Boeing 737-800,Pilot A,102,2.65,3.59,34,48
2026-04-22,2026-04-16,Domestic,CEB,KLO,ATR 72-600,Pilot I,76,2.95,3.4,29,27
2026-04-15,2026-04-13,Domestic,CEB,BCD,Embraer E190,Pilot G,175,2.78,3.16,29,23
2026-04-15,2026-04-09,Domestic,CEB,DVO,Airbus A320,Pilot F,70,1.24,1.29,17,8
2026-03-24,2026-03-22,Domestic,TAG,PPS,Embraer E190,Pilot L,239,1.02,1.62,35,45
2026-04-18,2026-04-17,Domestic,DGT,MNL,Boeing 737-800,Pilot C,57,1.21,1.78,40,46
2026-03-24,2026-03-21,Domestic,KLO,CEB,ATR 72-600,Pilot L,148,2.68,3.04,18,27
2026-03-03,2026-02-28,Domestic,BCD,TAG,Airbus A320,Pilot I,248,2.99,3.34,9,17
2026-04-25,2026-04-19,International,BCD,CRK,Boeing 737-800,Pilot C,161,9.19,9.67,32,36
2026-03-15,2026-03-10,Domestic,BCD,CEB,Boeing 737-800,Pilot I,217,1.52,1.08,-8,-15
2026-03-07,2026-03-06,Domestic,KLO,ILO,Airbus A321,Pilot J,133,2.82,2.51,-4,-12
2026-04-07,2026-04-03,Domestic,DGT,MNL,Airbus A321,Pilot E,206,2.09,2.19,11,9
2026-03-15,2026-03-09,Domestic,PPS,BCD,Boeing 737-800,Pilot E,195,2.77,3.26,-10,32
2026-04-22,2026-04-16,Domestic,MNL,PPS,Boeing 737-800,Pilot K,152,2.12,2.29,30,11
2026-03-28,2026-03-24,Domestic,CRK,DVO,Airbus A320,Pilot B,62,1.15,1.07,-9,-12
2026-03-01,2026-02-24,International,DGT,CRK,Airbus A321,Pilot A,253,11.04,11.34,2,9
2026-04-28,2026-04-24,International,ILO,DVO,Airbus A320,Pilot H,50,9.52,9.88,7,7
2026-04-01,2026-03-30,Domestic,DVO,CRK,ATR 72-600,Pilot K,118,1.82,2.24,13,37
2026-03-17,2026-03-13,Domestic,TAG,DVO,Embraer E190,Pilot G,181,1.64,1.59,4,3
2026-04-11,2026-04-06,Domestic,BCD,DVO,Airbus A321,Pilot B,209,1.66,1.94,11,12
2026-04-02,2026-04-01,Domestic,KLO,ILO,Airbus A320,Pilot G,157,1.71,2.17,11,31
2026-03-02,2026-02-25,Domestic,ILO,TAG,Airbus A320,Pilot D,128,3.07,3.84,2,40
2026-04-16,2026-04-14,International,CEB,PPS,Airbus A321,Pilot J,129,4.2,4.64,-5,25
2026-03-25,2026-03-24,Domestic,CRK,DVO,ATR 72-600,Pilot H,254,1.09,1.93,36,39
2026-04-12,2026-04-06,Domestic,ILO,DGT,Boeing 737-800,Pilot E,113,2.7,2.73,-10,-6
2026-04-24,2026-04-21,International,DGT,DVO,Airbus A320,Pilot H,228,4.38,4.72,7,13
2026-04-07,2026-04-04,Domestic,CRK,DGT,Airbus A320,Pilot I,51,1.11,1.23,2,10
2026-04-10,2026-04-05,Domestic,CEB,CRK,Airbus A320,Pilot I,185,0.88,1.05,21,11
2026-03-16,2026-03-12,International,ILO,KLO,ATR 72-600,Pilot E,189,4.29,4.45,-10,12
2026-03-15,2026-03-10,Domestic,DGT,DVO,Boeing 737-800,Pilot G,188,1.43,1.42,1,10
2026-03-26,2026-03-19,Domestic,ILO,PPS,Boeing 737-800,Pilot A,132,0.83,1.24,10,14
2026-04-22,2026-04-17,Domestic,CRK,DGT,Airbus A321,Pilot E,191,1.32,1.71,36,18
2026-04-01,2026-03-31,International,BCD,TAG,Embraer E190,Pilot E,137,5.96,6.34,19,25
2026-03-22,2026-03-20,Domestic,BCD,MNL,Airbus A321,Pilot G,170,2.85,2.76,-10,-15
2026-04-17,2026-04-13,Domestic,DVO,KLO,ATR 72-600,Pilot L,236,2.96,2.82,1,-4
2026-04-22,2026-04-18,Domestic,DGT,CEB,ATR 72-600,Pilot L,187,1.74,1.95,31,26
2026-04-25,2026-04-22,Domestic,KLO,TAG,Airbus A321,Pilot F,202,1.57,1.69,-10,0
2026-03-19,2026-03-17,International,MNL,ILO,ATR 72-600,Pilot H,253,6.56,7.22,10,49
2026-04-13,2026-04-12,Domestic,ILO,BCD,Airbus A320,Pilot B,88,2.65,3.08,12,27
2026-04-06,2026-04-04,International,DGT,TAG,Boeing 737-800,Pilot F,169,5.51,6.12,4,35
2026-03-28,2026-03-21,Domestic,CRK,KLO,Airbus A320,Pilot I,184,1.41,2.92,71,88
2026-03-25,2026-03-22,Domestic,KLO,MNL,Airbus A321,Pilot I,192,1.57,2.14,3,28
2026-03-07,2026-02-28,International,BCD,DVO,Airbus A320,Pilot L,69,6.76,7.83,22,60
2026-03-17,2026-03-14,Domestic,PPS,DVO,Airbus A320,Pilot F,207,2.1,1.95,-5,-13
2026-04-03,2026-03-31,Domestic,TAG,DGT,Airbus A320,Pilot K,82,0.83,0.99,24,15
2026-04-24,2026-04-20,International,CEB,DGT,Airbus A321,Pilot L,129,7.25,8.09,31,48
2026-04-22,2026-04-15,Domestic,KLO,ILO,Boeing 737-800,Pilot G,197,2.18,2.07,-1,4
2026-03-12,2026-03-08,Domestic,KLO,TAG,Airbus A321,Pilot B,97,2.21,2.73,11,20
2026-04-11,2026-04-10,International,CEB,DVO,Airbus A321,Pilot E,67,5.88,5.6,-8,-7
2026-03-06,2026-03-04,Domestic,BCD,ILO,Embraer E190,Pilot J,188,2.64,2.35,-10,-15
2026-04-11,2026-04-04,Domestic,CEB,CRK,Embraer E190,Pilot G,101,2.57,3.56,35,69
2026-03-21,2026-03-19,Domestic,ILO,DVO,Airbus A320,Pilot L,221,1.03,0.69,0,-15
2026-03-28,2026-03-22,Domestic,CRK,DVO,Airbus A321,Pilot J,237,2.23,2.35,-10,7
2026-04-13,2026-04-06,Domestic,CEB,ILO,Boeing 737-800,Pilot A,116,2.38,3.4,51,65
2026-03-26,2026-03-24,Domestic,TAG,CRK,Boeing 737-800,Pilot K,202,2.81,2.7,-6,-15
2026-04-19,2026-04-15,Domestic,DVO,MNL,Airbus A321,Pilot E,89,1.29,1.27,7,-3
2026-04-02,2026-03-28,Domestic,DVO,CRK,Boeing 737-800,Pilot J,244,2.91,3.54,48,41
2026-04-30,2026-04-24,Domestic,TAG,CEB,Airbus A320,Pilot G,94,1.91,2.29,9,24
2026-04-08,2026-04-02,Domestic,TAG,DGT,Airbus A321,Pilot F,234,1.03,1.28,8,6
2026-03-19,2026-03-18,Domestic,MNL,CRK,Boeing 737-800,Pilot A,213,1.05,1.04,-10,-7
2026-04-17,2026-04-14,Domestic,DVO,CEB,Boeing 737-800,Pilot B,108,1.27,0.88,-10,-15
2026-03-25,2026-03-18,Domestic,PPS,KLO,ATR 72-600,Pilot H,221,1.48,2.31,8,55
2026-04-02,2026-03-30,Domestic,PPS,TAG,Airbus A320,Pilot G,179,1.99,2.48,20,26
2026-03-09,2026-03-07,International,DGT,CRK,Airbus A320,Pilot G,187,7.52,8.11,19,33
2026-03-08,2026-03-03,Domestic,KLO,TAG,Airbus A320,Pilot B,123,1.25,1.06,1,-4
2026-04-05,2026-04-03,Domestic,MNL,BCD,Airbus A320,Pilot G,91,3.18,3.35,12,5
2026-03-12,2026-03-10,International,TAG,PPS,Airbus A320,Pilot A,193,11.7,12.08,-10,29
2026-04-30,2026-04-24,Domestic,CEB,DVO,Boeing 737-800,Pilot B,51,2.24,2.26,22,-8
2026-04-22,2026-04-21,Domestic,CEB,MNL,Boeing 737-800,Pilot F,116,3.03,3.53,16,26
2026-04-12,2026-04-05,Domestic,BCD,CRK,Boeing 737-800,Pilot H,71,2.8,3.3,55,38
2026-04-14,2026-04-12,Domestic,BCD,DGT,Airbus A321,Pilot H,40,2.35,2.45,12,10
2026-04-06,2026-04-05,Domestic,MNL,PPS,Airbus A320,Pilot L,41,2.52,2.2,-9,-15
2026-03-04,2026-02-26,Domestic,CEB,PPS,Boeing 737-800,Pilot K,60,1.12,1.11,11,-2
2026-03-24,2026-03-22,Domestic,KLO,TAG,Airbus A320,Pilot E,246,0.82,0.98,5,11
2026-03-31,2026-03-28,Domestic,DVO,CRK,ATR 72-600,Pilot J,209,1.84,1.45,22,-15
2026-04-25,2026-04-22,International,BCD,CRK,Airbus A320,Pilot B,257,5.74,5.77,13,12
2026-03-14,2026-03-10,Domestic,ILO,DGT,Boeing 737-800,Pilot K,58,1.66,1.61,-10,-7
2026-03-31,2026-03-27,Domestic,KLO,DVO,ATR 72-600,Pilot E,259,1.34,1.12,-10,-15
2026-03-21,2026-03-19,Domestic,ILO,DVO,Boeing 737-800,Pilot J,171,3.0,3.85,18,50
2026-03-09,2026-03-07,International,CRK,DVO,Boeing 737-800,Pilot L,214,5.11,5.74,42,36
2026-03-07,2026-03-05,Domestic,CRK,TAG,Boeing 737-800,Pilot I,228,2.77,2.95,14,15
2026-03-23,2026-03-22,Domestic,BCD,MNL,Airbus A320,Pilot L,97,2.51,2.93,30,24
2026-03-06,2026-03-01,Domestic,KLO,MNL,Boeing 737-800,Pilot A,203,1.17,2.11,34,38
2026-03-05,2026-03-01,Domestic,KLO,PPS,ATR 72-600,Pilot C,182,0.92,1.84,18,47
2026-03-22,2026-03-21,Domestic,KLO,MNL,Embraer E190,Pilot H,130,2.37,3.07,-6,44
2026-03-13,2026-03-10,Domestic,DVO,CEB,Airbus A321,Pilot G,148,2.34,2.84,16,34
2026-04-03,2026-03-29,Domestic,DGT,CEB,Airbus A321,Pilot B,85,1.69,2.41,39,64
2026-03-02,2026-02-28,International,KLO,ILO,ATR 72-600,Pilot I,80,7.59,8.72,24,60
2026-03-19,2026-03-16,Domestic,PPS,BCD,Boeing 737-800,Pilot A,242,1.97,2.68,28,37
2026-03-28,2026-03-22,Domestic,TAG,ILO,Airbus A320,Pilot L,200,1.38,1.9,2,35
2026-04-28,2026-04-23,Domestic,DGT,MNL,Airbus A320,Pilot B,164,1.55,1.83,8,27
2026-04-08,2026-04-03,Domestic,BCD,CEB,Airbus A320,Pilot F,192,1.8,1.94,9,17
2026-04-23,2026-04-20,Domestic,PPS,TAG,Airbus A321,Pilot J,129,2.25,2.67,11,22
2026-03-21,2026-03-17,Domestic,ILO,MNL,Airbus A320,Pilot G,94,3.09,3.25,38,10
2026-03-28,2026-03-22,Domestic,PPS,KLO,Airbus A320,Pilot I,247,2.09,2.17,-10,0
2026-03-26,2026-03-19,Domestic,CRK,TAG,Airbus A320,Pilot I,257,2.55,2.39,13,-10
2026-04-24,2026-04-23,Domestic,PPS,CRK,Embraer E190,Pilot L,87,2.74,2.62,10,-14
2026-04-28,2026-04-22,Domestic,MNL,DGT,Airbus A320,Pilot F,216,1.07,1.08,-10,-2
2026-04-28,2026-04-21,Domestic,DGT,BCD,Airbus A320,Pilot L,137,2.37,2.67,27,12
2026-04-15,2026-04-08,Domestic,DVO,BCD,Airbus A321,Pilot G,195,1.96,1.73,-4,1
2026-03-31,2026-03-29,Domestic,BCD,CRK,Airbus A320,Pilot K,63,2.17,2.21,4,11
2026-04-02,2026-03-29,Domestic,MNL,CRK,Embraer E190,Pilot I,145,0.89,1.86,53,61
2026-04-29,2026-04-28,Domestic,CEB,BCD,ATR 72-600,Pilot B,67,2.97,3.48,34,23
2026-03-18,2026-03-17,Domestic,DGT,MNL,Airbus A321,Pilot H,219,3.09,4.08,25,46
2026-03-22,2026-03-18,International,TAG,DVO,Airbus A321,Pilot K,127,5.34,5.7,20,23
2026-04-24,2026-04-22,International,DVO,BCD,Airbus A321,Pilot B,98,8.04,8.32,8,21
2026-03-24,2026-03-22,Domestic,CEB,BCD,Airbus A320,Pilot K,193,1.23,1.65,56,39
2026-03-15,2026-03-12,Domestic,TAG,MNL,Airbus A321,Pilot B,250,2.68,3.32,30,32
2026-04-04,2026-03-31,Domestic,DGT,PPS,Airbus A320,Pilot K,114,2.24,2.52,-4,21
2026-03-20,2026-03-18,Domestic,CEB,KLO,Airbus A320,Pilot J,197,1.23,1.79,-10,12
2026-04-24,2026-04-18,Domestic,BCD,DVO,Boeing 737-800,Pilot B,191,2.75,2.91,24,15
2026-04-25,2026-04-20,International,DVO,PPS,Airbus A320,Pilot I,147,10.62,10.97,11,6
2026-03-19,2026-03-13,International,PPS,DGT,Airbus A320,Pilot B,217,4.45,4.29,-10,-15
2026-04-02,2026-03-26,Domestic,ILO,BCD,Airbus A321,Pilot G,68,1.73,1.84,21,14
2026-04-30,2026-04-25,Domestic,CEB,DVO,Airbus A321,Pilot L,233,2.05,1.84,6,-14
2026-04-15,2026-04-12,Domestic,CRK,DVO,Airbus A320,Pilot C,128,1.95,2.49,24,27
2026-03-14,2026-03-07,Domestic,KLO,PPS,Airbus A320,Pilot C,49,1.46,2.07,22,38
2026-04-06,2026-04-02,International,PPS,MNL,Airbus A320,Pilot F,257,9.73,9.66,-1,-10
2026-04-07,2026-04-03,Domestic,MNL,ILO,Airbus A320,Pilot E,210,2.98,3.56,26,29
2026-04-09,2026-04-06,International,DGT,MNL,ATR 72-600,Pilot A,219,8.26,8.36,1,2
2026-03-02,2026-03-01,Domestic,BCD,MNL,ATR 72-600,Pilot F,72,3.0,3.43,2,26
2026-03-19,2026-03-12,Domestic,TAG,ILO,Airbus A321,Pilot D,205,2.12,1.88,0,-6
2026-04-22,2026-04-16,Domestic,DGT,PPS,Airbus A321,Pilot B,193,2.65,3.17,37,32
2026-03-15,2026-03-10,Domestic,CEB,TAG,Boeing 737-800,Pilot D,238,1.5,1.45,6,-4
2026-03-19,2026-03-17,Domestic,MNL,ILO,Boeing 737-800,Pilot A,121,2.7,2.92,42,27
2026-03-20,2026-03-13,Domestic,PPS,DVO,Airbus A320,Pilot K,244,1.43,2.55,51,66
2026-03-11,2026-03-09,Domestic,CEB,ILO,Airbus A320,Pilot L,195,0.85,0.82,-4,-1
2026-03-10,2026-03-08,International,CEB,KLO,Airbus A321,Pilot E,95,4.26,4.04,-10,-4
2026-03-22,2026-03-21,Domestic,ILO,DGT,Boeing 737-800,Pilot K,87,0.85,1.86,35,63
2026-04-23,2026-04-20,Domestic,DGT,BCD,Airbus A320,Pilot F,238,3.07,3.58,4,33
2026-03-01,2026-02-26,Domestic,PPS,KLO,Airbus A321,Pilot K,181,3.2,3.18,-7,-15
2026-03-18,2026-03-12,Domestic,KLO,MNL,Airbus A321,Pilot C,66,2.63,2.92,-1,16
2026-03-04,2026-03-01,Domestic,CEB,MNL,Airbus A320,Pilot D,67,1.06,1.38,3,12
2026-04-04,2026-03-28,Domestic,CRK,CEB,Airbus A321,Pilot I,222,2.96,3.58,41,38
2026-03-16,2026-03-13,Domestic,BCD,PPS,Boeing 737-800,Pilot C,77,2.59,2.82,16,27
2026-04-18,2026-04-14,Domestic,CEB,CRK,Boeing 737-800,Pilot J,88,1.6,1.91,40,14
2026-04-05,2026-03-31,International,KLO,DVO,Airbus A320,Pilot F,175,7.71,8.53,23,54
2026-04-17,2026-04-11,Domestic,MNL,BCD,Airbus A320,Pilot E,229,2.39,2.67,5,19
2026-04-08,2026-04-02,International,CRK,TAG,ATR 72-600,Pilot F,114,9.14,8.88,3,-8
2026-03-27,2026-03-20,Domestic,DVO,ILO,Airbus A321,Pilot J,186,2.0,2.31,24,18
2026-04-22,2026-04-15,Domestic,BCD,TAG,Airbus A320,Pilot A,194,2.56,2.75,30,4
2026-03-30,2026-03-29,Domestic,DGT,PPS,Airbus A320,Pilot J,172,1.25,1.91,34,33
2026-04-27,2026-04-26,Domestic,CEB,PPS,ATR 72-600,Pilot J,190,1.87,2.09,6,2
2026-04-30,2026-04-26,Domestic,PPS,TAG,ATR 72-600,Pilot J,90,2.08,2.24,16,-3
2026-04-05,2026-04-03,Domestic,BCD,CEB,ATR 72-600,Pilot L,176,2.57,3.06,25,44
2026-04-11,2026-04-07,Domestic,DGT,PPS,Boeing 737-800,Pilot J,40,3.11,3.5,4,32
2026-03-16,2026-03-11,Domestic,DGT,CEB,Airbus A321,Pilot G,200,2.84,2.54,-10,-5
2026-04-19,2026-04-17,Domestic,CEB,DGT,Airbus A321,Pilot F,214,2.29,2.25,-6,-7
2026-04-10,2026-04-09,Domestic,PPS,KLO,Airbus A320,Pilot E,214,2.2,2.45,7,20
2026-04-25,2026-04-18,International,KLO,PPS,Boeing 737-800,Pilot J,46,7.59,8.06,27,32
2026-03-17,2026-03-14,Domestic,CEB,TAG,Boeing 737-800,Pilot E,240,2.11,2.52,40,26
2026-04-18,2026-04-12,International,DVO,TAG,Airbus A320,Pilot G,135,11.12,10.92,-10,-15
2026-03-29,2026-03-24,Domestic,DGT,TAG,ATR 72-600,Pilot B,57,2.48,2.29,-1,-1
2026-03-12,2026-03-07,International,KLO,TAG,Airbus A321,Pilot D,157,11.79,11.86,4,13
2026-03-11,2026-03-05,International,CRK,KLO,Airbus A320,Pilot D,165,10.76,11.33,29,34
2026-04-04,2026-04-02,Domestic,CRK,PPS,Airbus A321,Pilot F,128,2.89,3.18,0,9
2026-03-20,2026-03-18,Domestic,TAG,ILO,ATR 72-600,Pilot G,204,2.41,2.16,3,-15
2026-03-07,2026-02-28,Domestic,DVO,TAG,ATR 72-600,Pilot I,159,1.67,1.69,-10,7
2026-03-27,2026-03-22,Domestic,CEB,TAG,Airbus A321,Pilot F,87,0.85,1.06,23,28
2026-04-09,2026-04-06,Domestic,KLO,DGT,Embraer E190,Pilot B,176,0.94,2.04,8,59
2026-03-20,2026-03-15,Domestic,DGT,KLO,ATR 72-600,Pilot G,97,1.64,1.49,-2,-4
2026-04-28,2026-04-25,International,CEB,ILO,ATR 72-600,Pilot A,66,11.27,11.42,6,17
2026-04-17,2026-04-10,Domestic,DVO,CEB,ATR 72-600,Pilot K,98,1.2,2.54,37,93
2026-04-01,2026-03-28,Domestic,ILO,BCD,Airbus A321,Pilot J,239,1.25,1.04,-10,-2
2026-04-27,2026-04-24,Domestic,CEB,KLO,ATR 72-600,Pilot C,165,1.35,1.18,-7,-3
2026-03-27,2026-03-22,Domestic,BCD,KLO,Boeing 737-800,Pilot D,109,2.67,3.09,40,27
2026-03-09,2026-03-03,Domestic,DVO,BCD,Boeing 737-800,Pilot A,120,2.65,3.29,14,47
2026-03-03,2026-02-28,Domestic,CEB,TAG,Airbus A320,Pilot E,229,1.72,1.93,27,11
2026-04-27,2026-04-21,Domestic,DVO,CEB,Boeing 737-800,Pilot A,186,1.21,1.75,21,34
2026-04-28,2026-04-26,Domestic,DGT,ILO,Embraer E190,Pilot L,210,1.07,1.45,11,7
2026-04-15,2026-04-13,Domestic,DGT,PPS,Airbus A321,Pilot B,174,1.01,0.91,4,6
2026-03-07,2026-03-01,Domestic,KLO,TAG,Embraer E190,Pilot H,258,1.74,1.91,30,9
2026-03-18,2026-03-13,Domestic,ILO,PPS,Airbus A321,Pilot G,184,0.91,2.05,38,67
2026-03-03,2026-03-02,International,TAG,PPS,Airbus A320,Pilot C,128,7.7,8.18,36,36
2026-03-04,2026-02-27,International,CEB,TAG,Airbus A320,Pilot J,95,6.31,6.07,-10,-15
2026-03-16,2026-03-13,Domestic,BCD,DGT,ATR 72-600,Pilot B,50,2.02,3.26,41,69
2026-04-04,2026-04-02,Domestic,BCD,KLO,Boeing 737-800,Pilot K,208,2.77,2.78,4,0
2026-03-04,2026-03-01,Domestic,PPS,DVO,Airbus A321,Pilot I,245,1.11,1.38,-5,6
2026-04-30,2026-04-26,Domestic,DVO,KLO,Boeing 737-800,Pilot H,186,1.44,1.65,8,28
2026-03-28,2026-03-21,Domestic,PPS,MNL,Airbus A321,Pilot K,147,3.07,3.7,30,44
2026-03-17,2026-03-13,Domestic,BCD,CEB,Airbus A321,Pilot E,68,1.72,1.71,24,-11
2026-04-01,2026-03-29,Domestic,TAG,PPS,ATR 72-600,Pilot D,181,2.36,2.87,6,24
2026-04-18,2026-04-12,International,CEB,KLO,Boeing 737-800,Pilot B,84,8.86,9.47,30,33
2026-03-20,2026-03-16,Domestic,BCD,DGT,ATR 72-600,Pilot L,176,2.12,2.5,15,14
2026-03-03,2026-03-02,International,TAG,DVO,Boeing 737-800,Pilot E,106,4.52,4.32,-1,2
2026-03-04,2026-02-27,Domestic,DVO,DGT,Embraer E190,Pilot J,230,2.08,1.93,-4,-15
2026-04-21,2026-04-17,International,PPS,ILO,Airbus A320,Pilot D,245,7.27,7.88,21,29
2026-03-07,2026-03-02,Domestic,MNL,KLO,Airbus A320,Pilot L,91,1.07,0.82,10,-10
2026-04-08,2026-04-06,Domestic,PPS,BCD,Airbus A320,Pilot K,111,0.82,0.97,-10,-10
2026-03-24,2026-03-20,International,BCD,KLO,Boeing 737-800,Pilot D,242,4.71,5.38,31,39
2026-04-17,2026-04-12,International,CEB,DGT,Boeing 737-800,Pilot F,44,8.65,8.8,1,25
2026-03-04,2026-02-27,Domestic,MNL,CEB,Boeing 737-800,Pilot J,153,1.52,2.18,47,37
2026-04-24,2026-04-19,Domestic,PPS,KLO,Airbus A321,Pilot C,71,1.33,1.59,-10,21
2026-04-12,2026-04-05,Domestic,DVO,DGT,Airbus A320,Pilot A,135,2.44,3.08,8,30
2026-03-28,2026-03-24,Domestic,ILO,DVO,Boeing 737-800,Pilot D,47,3.01,2.98,-3,-6
2026-03-13,2026-03-09,Domestic,MNL,DVO,Embraer E190,Pilot H,70,1.52,1.2,-9,-15
2026-04-29,2026-04-25,International,DGT,ILO,Airbus A321,Pilot B,128,11.96,11.89,1,-15
2026-03-19,2026-03-16,Domestic,KLO,PPS,Airbus A320,Pilot E,53,2.85,3.98,51,61
2026-03-30,2026-03-27,Domestic,DGT,PPS,Airbus A321,Pilot L,215,2.94,2.96,15,7
2026-03-25,2026-03-20,Domestic,CEB,PPS,Airbus A321,Pilot A,167,2.99,3.34,-5,22
2026-03-15,2026-03-12,Domestic,DVO,PPS,Airbus A320,Pilot A,139,1.5,1.31,-10,-15
2026-03-26,2026-03-20,Domestic,BCD,ILO,Airbus A321,Pilot F,143,1.09,0.8,-10,-15
2026-03-10,2026-03-04,Domestic,BCD,CRK,Boeing 737-800,Pilot A,224,1.86,1.97,0,9
2026-03-01,2026-02-22,Domestic,PPS,DVO,Airbus A321,Pilot A,225,1.51,1.36,-2,-9
2026-03-18,2026-03-17,Domestic,DGT,ILO,Airbus A321,Pilot C,50,2.92,2.99,7,12
2026-03-07,2026-03-04,International,TAG,CEB,Airbus A320,Pilot B,190,6.87,6.82,-10,13
2026-03-26,2026-03-20,Domestic,CEB,MNL,ATR 72-600,Pilot J,143,2.32,2.63,10,17
2026-04-22,2026-04-18,International,CRK,TAG,Airbus A321,Pilot B,212,9.4,9.86,35,42
2026-03-10,2026-03-05,Domestic,DGT,TAG,Airbus A321,Pilot G,213,3.14,3.97,48,57
2026-03-01,2026-02-23,Domestic,KLO,ILO,Airbus A320,Pilot I,195,2.36,1.9,-10,-15
2026-03-07,2026-02-28,Domestic,TAG,MNL,Boeing 737-800,Pilot H,188,3.08,2.98,-6,6
2026-03-31,2026-03-29,Domestic,KLO,MNL,ATR 72-600,Pilot H,86,0.98,1.05,-7,1
2026-03-17,2026-03-15,Domestic,MNL,CEB,Airbus A320,Pilot E,227,1.66,2.23,15,36
2026-03-30,2026-03-26,Domestic,ILO,PPS,Airbus A320,Pilot K,194,0.82,0.89,-10,6
2026-03-02,2026-02-26,Domestic,TAG,DVO,Airbus A320,Pilot A,100,3.15,3.83,49,50
2026-03-21,2026-03-14,Domestic,BCD,DVO,Boeing 737-800,Pilot B,91,2.97,3.51,13,37
2026-03-26,2026-03-25,Domestic,CEB,TAG,Embraer E190,Pilot K,150,0.87,1.07,9,9
2026-03-27,2026-03-25,Domestic,DVO,TAG,Airbus A321,Pilot A,115,0.84,1.77,47,56
2026-04-03,2026-03-27,Domestic,TAG,PPS,Airbus A321,Pilot C,188,1.68,1.96,12,11
2026-04-17,2026-04-12,Domestic,DGT,CRK,ATR 72-600,Pilot C,129,1.42,2.1,21,34
2026-03-29,2026-03-24,Domestic,PPS,KLO,Boeing 737-800,Pilot A,77,2.83,2.68,-5,-7
2026-04-21,2026-04-19,Domestic,MNL,DVO,Airbus A320,Pilot B,126,1.19,1.38,-10,25
